# Rime table
#@/db_name	shanren3_phrase.txt
#@/db_type	tabledb
#@/rime_version.2.9
#@/tick7

×	cha
√	dui
QQ	qq

要	a	397297
是	b	1180106
出	c	55335
的	d	4822928
過	e	112999
在	f	974219
能	g	162177
一	h	135314
這	i	181776
成	j	34039
着	k	94513
了	l	1512483
來	m	235090
大	n	107094
中	o	243870
我	p	1191912
上	q	285526
人	r	250956
次	s	22258
地	t	137626
和	u	665031
二	v	21289
不	w	590801
爲	x	211329
也	y	404779
已	z	44260

#這類一簡若加入shanren3.dict.yaml中，可以解決一簡輸入的顯示問題，但是“努力成”在句中會變成“奴功成”。還有其他問題，如“否則**”
#是	b	-100
